crop_path,label,label_name,source_image,source_relative_path,bbox_x1,bbox_y1,bbox_x2,bbox_y2,crop_x1,crop_y1,crop_x2,crop_y2,object_label,wheel_position,side,visibility,crop_quality,box_source,image_split,vehicle_type,viewpoint,notes,sample_id,dataset_name,dataset_root,crop_rel_path,crop_abs_path,row_idx,file_exists,image_width,image_height,aspect_ratio,file_size_bytes,md5,is_tiny,is_huge,is_corrupt,quality_flags,split
invalid_candidate/20210503_22_38_52_000_PW0fpF8Cn0QICjtbdkYRu4SSCu32_F_3264_2448.jpg__obj000__label0.jpg,0,invalid_candidate,C:\Users\dual-\Downloads\wheel_labeling_nikolai_70\images\20210503_22_38_52_000_PW0fpF8Cn0QICjtbdkYRu4SSCu32_F_3264_2448.jpg,20210503_22_38_52_000_PW0fpF8Cn0QICjtbdkYRu4SSCu32_F_3264_2448.jpg,1150,1268,1272,1512,1132,1231,1290,1549,non_wheel_candidate,unknown,unknown,unknown,good,imported_xml,unassigned,3_wheeler,unknown,,labeled_crops_70_000539,labeled_crops_70,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70,invalid_candidate/20210503_22_38_52_000_PW0fpF8Cn0QICjtbdkYRu4SSCu32_F_3264_2448.jpg__obj000__label0.jpg,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70\invalid_candidate\20210503_22_38_52_000_PW0fpF8Cn0QICjtbdkYRu4SSCu32_F_3264_2448.jpg__obj000__label0.jpg,539,True,158,318,0.4968553459119497,22591,c4b8cb7e3b7ad6eb41e33eab7553a862,False,False,False,,train
valid_wheel_candidate/20210503_22_39_56_000_Ih8kNBK4ntX3yX1SjxxlkYFnhXJ3_T_2560_1920.jpg__obj000__label1.jpg,1,valid_wheel_candidate,C:\Users\dual-\Downloads\wheel_labeling_nikolai_70\images\20210503_22_39_56_000_Ih8kNBK4ntX3yX1SjxxlkYFnhXJ3_T_2560_1920.jpg,20210503_22_39_56_000_Ih8kNBK4ntX3yX1SjxxlkYFnhXJ3_T_2560_1920.jpg,967,1208,1013,1275,960,1198,1020,1285,wheel,unknown,unknown,unknown,good,imported_xml,unassigned,3_wheeler,unknown,,labeled_crops_70_000540,labeled_crops_70,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70,valid_wheel_candidate/20210503_22_39_56_000_Ih8kNBK4ntX3yX1SjxxlkYFnhXJ3_T_2560_1920.jpg__obj000__label1.jpg,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70\valid_wheel_candidate\20210503_22_39_56_000_Ih8kNBK4ntX3yX1SjxxlkYFnhXJ3_T_2560_1920.jpg__obj000__label1.jpg,540,True,60,87,0.6896551724137931,2815,af998a074c113adf8ea4d596d79e12aa,False,False,False,,train
valid_wheel_candidate/20210503_22_39_56_000_Ih8kNBK4ntX3yX1SjxxlkYFnhXJ3_T_2560_1920.jpg__obj001__label1.jpg,1,valid_wheel_candidate,C:\Users\dual-\Downloads\wheel_labeling_nikolai_70\images\20210503_22_39_56_000_Ih8kNBK4ntX3yX1SjxxlkYFnhXJ3_T_2560_1920.jpg,20210503_22_39_56_000_Ih8kNBK4ntX3yX1SjxxlkYFnhXJ3_T_2560_1920.jpg,723,1229,773,1294,715,1219,781,1304,wheel,unknown,unknown,unknown,good,imported_xml,unassigned,3_wheeler,unknown,,labeled_crops_70_000541,labeled_crops_70,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70,valid_wheel_candidate/20210503_22_39_56_000_Ih8kNBK4ntX3yX1SjxxlkYFnhXJ3_T_2560_1920.jpg__obj001__label1.jpg,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70\valid_wheel_candidate\20210503_22_39_56_000_Ih8kNBK4ntX3yX1SjxxlkYFnhXJ3_T_2560_1920.jpg__obj001__label1.jpg,541,True,66,85,0.7764705882352941,3150,38e88f428e0af65bc893878b585bb972,False,False,False,,train
invalid_candidate/20210503_23_12_18_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj000__label0.jpg,0,invalid_candidate,C:\Users\dual-\Downloads\wheel_labeling_nikolai_70\images\20210503_23_12_18_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,20210503_23_12_18_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,594,1244,628,1275,589,1239,633,1280,non_wheel_candidate,unknown,unknown,unknown,good,imported_xml,unassigned,3_wheeler,unknown,,labeled_crops_70_000542,labeled_crops_70,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70,invalid_candidate/20210503_23_12_18_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj000__label0.jpg,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70\invalid_candidate\20210503_23_12_18_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj000__label0.jpg,542,True,44,41,1.0731707317073171,2033,789203c842936de4d7b9a769eab48c40,False,False,False,,validation
invalid_candidate/20210503_23_12_18_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj001__label0.jpg,0,invalid_candidate,C:\Users\dual-\Downloads\wheel_labeling_nikolai_70\images\20210503_23_12_18_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,20210503_23_12_18_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,1382,1317,1413,1344,1377,1313,1418,1348,non_wheel_candidate,unknown,unknown,unknown,good,imported_xml,unassigned,3_wheeler,unknown,,labeled_crops_70_000543,labeled_crops_70,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70,invalid_candidate/20210503_23_12_18_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj001__label0.jpg,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70\invalid_candidate\20210503_23_12_18_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj001__label0.jpg,543,True,41,35,1.1714285714285715,1145,ffeaa470f956b0f90e1ded2a17a52d88,False,False,False,,validation
invalid_candidate/20210503_23_12_18_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj002__label0.jpg,0,invalid_candidate,C:\Users\dual-\Downloads\wheel_labeling_nikolai_70\images\20210503_23_12_18_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,20210503_23_12_18_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,667,1234,701,1269,662,1229,706,1274,non_wheel_candidate,unknown,unknown,unknown,good,imported_xml,unassigned,3_wheeler,unknown,,labeled_crops_70_000544,labeled_crops_70,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70,invalid_candidate/20210503_23_12_18_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj002__label0.jpg,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70\invalid_candidate\20210503_23_12_18_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj002__label0.jpg,544,True,44,45,0.9777777777777777,2197,e36b26044887d5cb054b1cd7f509ec67,False,False,False,,validation
invalid_candidate/20210503_23_12_18_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj003__label0.jpg,0,invalid_candidate,C:\Users\dual-\Downloads\wheel_labeling_nikolai_70\images\20210503_23_12_18_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,20210503_23_12_18_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,1189,1295,1230,1353,1183,1286,1236,1362,non_wheel_candidate,unknown,unknown,unknown,good,imported_xml,unassigned,3_wheeler,unknown,,labeled_crops_70_000545,labeled_crops_70,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70,invalid_candidate/20210503_23_12_18_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj003__label0.jpg,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70\invalid_candidate\20210503_23_12_18_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj003__label0.jpg,545,True,53,76,0.6973684210526315,2860,b0de61ab9dfacf32ca59376d8da66043,False,False,False,,validation
invalid_candidate/20210503_23_12_58_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj000__label0.jpg,0,invalid_candidate,C:\Users\dual-\Downloads\wheel_labeling_nikolai_70\images\20210503_23_12_58_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,20210503_23_12_58_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,1144,1280,1166,1324,1141,1273,1169,1331,non_wheel_candidate,unknown,unknown,unknown,good,imported_xml,unassigned,4_wheeler,unknown,,labeled_crops_70_000546,labeled_crops_70,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70,invalid_candidate/20210503_23_12_58_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj000__label0.jpg,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70\invalid_candidate\20210503_23_12_58_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj000__label0.jpg,546,True,28,58,0.4827586206896552,1654,3edb976a2d033c98f1f2820b21b480d2,True,False,False,tiny_crop,train
invalid_candidate/20210503_23_12_58_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj001__label0.jpg,0,invalid_candidate,C:\Users\dual-\Downloads\wheel_labeling_nikolai_70\images\20210503_23_12_58_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,20210503_23_12_58_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,178,1238,266,1301,165,1229,279,1310,non_wheel_candidate,unknown,unknown,unknown,good,imported_xml,unassigned,4_wheeler,unknown,,labeled_crops_70_000547,labeled_crops_70,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70,invalid_candidate/20210503_23_12_58_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj001__label0.jpg,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70\invalid_candidate\20210503_23_12_58_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj001__label0.jpg,547,True,114,81,1.4074074074074074,5225,493a6114326428c5c06b970e434ded92,False,False,False,,train
invalid_candidate/20210503_23_12_58_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj002__label0.jpg,0,invalid_candidate,C:\Users\dual-\Downloads\wheel_labeling_nikolai_70\images\20210503_23_12_58_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,20210503_23_12_58_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,589,1354,645,1413,581,1345,653,1422,non_wheel_candidate,unknown,unknown,unknown,good,imported_xml,unassigned,4_wheeler,unknown,,labeled_crops_70_000548,labeled_crops_70,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70,invalid_candidate/20210503_23_12_58_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj002__label0.jpg,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70\invalid_candidate\20210503_23_12_58_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj002__label0.jpg,548,True,72,77,0.935064935064935,3545,96cdc292bb11f4d190d25fe529add409,False,False,False,,train
valid_wheel_candidate/20210503_23_12_58_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj003__label1.jpg,1,valid_wheel_candidate,C:\Users\dual-\Downloads\wheel_labeling_nikolai_70\images\20210503_23_12_58_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,20210503_23_12_58_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,273,1212,361,1293,260,1200,374,1305,wheel,unknown,unknown,unknown,good,imported_xml,unassigned,4_wheeler,unknown,,labeled_crops_70_000549,labeled_crops_70,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70,valid_wheel_candidate/20210503_23_12_58_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj003__label1.jpg,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70\valid_wheel_candidate\20210503_23_12_58_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj003__label1.jpg,549,True,114,105,1.0857142857142856,5514,d2d229a5d686e6fb851fb1431bf1c3c9,False,False,False,,train
invalid_candidate/20210503_23_12_58_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj004__label0.jpg,0,invalid_candidate,C:\Users\dual-\Downloads\wheel_labeling_nikolai_70\images\20210503_23_12_58_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,20210503_23_12_58_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,1119,1296,1138,1313,1116,1293,1141,1316,non_wheel_candidate,unknown,unknown,unknown,good,imported_xml,unassigned,4_wheeler,unknown,,labeled_crops_70_000550,labeled_crops_70,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70,invalid_candidate/20210503_23_12_58_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj004__label0.jpg,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70\invalid_candidate\20210503_23_12_58_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj004__label0.jpg,550,True,25,23,1.0869565217391304,1062,978ea9ca22fad1a722b416e551901809,True,False,False,tiny_crop,train
invalid_candidate/20210503_23_12_58_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj005__label0.jpg,0,invalid_candidate,C:\Users\dual-\Downloads\wheel_labeling_nikolai_70\images\20210503_23_12_58_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,20210503_23_12_58_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,959,1178,1000,1200,953,1175,1006,1203,non_wheel_candidate,unknown,unknown,unknown,good,imported_xml,unassigned,4_wheeler,unknown,,labeled_crops_70_000551,labeled_crops_70,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70,invalid_candidate/20210503_23_12_58_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj005__label0.jpg,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70\invalid_candidate\20210503_23_12_58_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj005__label0.jpg,551,True,53,28,1.8928571428571428,1566,e86d00edf4dad7c59451f99678f6d6e6,True,False,False,tiny_crop,train
valid_wheel_candidate/20210503_23_12_58_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj006__label1.jpg,1,valid_wheel_candidate,C:\Users\dual-\Downloads\wheel_labeling_nikolai_70\images\20210503_23_12_58_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,20210503_23_12_58_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,448,1188,504,1260,440,1177,512,1271,wheel,unknown,unknown,unknown,good,imported_xml,unassigned,4_wheeler,unknown,,labeled_crops_70_000552,labeled_crops_70,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70,valid_wheel_candidate/20210503_23_12_58_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj006__label1.jpg,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70\valid_wheel_candidate\20210503_23_12_58_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj006__label1.jpg,552,True,72,94,0.7659574468085106,3986,93284ddc515fd8ae765f7c0ea7c7eb90,False,False,False,,train
valid_wheel_candidate/20210503_23_12_58_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj007__label1.jpg,1,valid_wheel_candidate,C:\Users\dual-\Downloads\wheel_labeling_nikolai_70\images\20210503_23_12_58_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,20210503_23_12_58_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,1023,1146,1065,1194,1017,1139,1071,1201,wheel,unknown,unknown,unknown,good,imported_xml,unassigned,4_wheeler,unknown,,labeled_crops_70_000553,labeled_crops_70,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70,valid_wheel_candidate/20210503_23_12_58_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj007__label1.jpg,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70\valid_wheel_candidate\20210503_23_12_58_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj007__label1.jpg,553,True,54,62,0.8709677419354839,2350,19cd2c2bf7ad0d2af33bd69597fada90,False,False,False,,train
invalid_candidate/20210503_23_12_58_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj008__label0.jpg,0,invalid_candidate,C:\Users\dual-\Downloads\wheel_labeling_nikolai_70\images\20210503_23_12_58_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,20210503_23_12_58_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,847,1321,901,1392,839,1310,909,1403,non_wheel_candidate,unknown,unknown,unknown,good,imported_xml,unassigned,4_wheeler,unknown,,labeled_crops_70_000554,labeled_crops_70,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70,invalid_candidate/20210503_23_12_58_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj008__label0.jpg,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70\invalid_candidate\20210503_23_12_58_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj008__label0.jpg,554,True,70,93,0.7526881720430108,3377,70b884ee55ce454b221d07de5108fc00,False,False,False,,train
valid_wheel_candidate/20210503_23_12_58_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj009__label1.jpg,1,valid_wheel_candidate,C:\Users\dual-\Downloads\wheel_labeling_nikolai_70\images\20210503_23_12_58_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,20210503_23_12_58_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,360,1204,432,1279,349,1193,443,1290,wheel,unknown,unknown,unknown,good,imported_xml,unassigned,4_wheeler,unknown,,labeled_crops_70_000555,labeled_crops_70,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70,valid_wheel_candidate/20210503_23_12_58_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj009__label1.jpg,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70\valid_wheel_candidate\20210503_23_12_58_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj009__label1.jpg,555,True,94,97,0.9690721649484536,4415,2debafe378af1f9e8271b47580e2f31e,False,False,False,,train
invalid_candidate/20210503_23_12_58_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj010__label0.jpg,0,invalid_candidate,C:\Users\dual-\Downloads\wheel_labeling_nikolai_70\images\20210503_23_12_58_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,20210503_23_12_58_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,1244,1253,1262,1295,1241,1247,1265,1301,non_wheel_candidate,unknown,unknown,unknown,good,imported_xml,unassigned,4_wheeler,unknown,,labeled_crops_70_000556,labeled_crops_70,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70,invalid_candidate/20210503_23_12_58_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj010__label0.jpg,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70\invalid_candidate\20210503_23_12_58_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj010__label0.jpg,556,True,24,54,0.4444444444444444,1412,d1ff27dda94a9f6f6344b00418a4be0b,True,False,False,tiny_crop,train
invalid_candidate/20210503_23_13_27_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj000__label0.jpg,0,invalid_candidate,C:\Users\dual-\Downloads\wheel_labeling_nikolai_70\images\20210503_23_13_27_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,20210503_23_13_27_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,912,1094,925,1123,910,1090,927,1127,non_wheel_candidate,unknown,unknown,unknown,good,imported_xml,unassigned,3_wheeler,unknown,,labeled_crops_70_000557,labeled_crops_70,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70,invalid_candidate/20210503_23_13_27_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj000__label0.jpg,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70\invalid_candidate\20210503_23_13_27_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj000__label0.jpg,557,True,17,37,0.4594594594594595,1080,1be1b6bfadede9beb30f9095b2da83d5,True,False,False,tiny_crop,test
invalid_candidate/20210503_23_13_27_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj001__label0.jpg,0,invalid_candidate,C:\Users\dual-\Downloads\wheel_labeling_nikolai_70\images\20210503_23_13_27_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,20210503_23_13_27_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,1213,1031,1225,1061,1211,1027,1227,1065,non_wheel_candidate,unknown,unknown,unknown,good,imported_xml,unassigned,3_wheeler,unknown,,labeled_crops_70_000558,labeled_crops_70,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70,invalid_candidate/20210503_23_13_27_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj001__label0.jpg,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70\invalid_candidate\20210503_23_13_27_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj001__label0.jpg,558,True,16,38,0.42105263157894735,1028,d2ef722134d1dc816ac70d73283b6c9e,True,False,False,tiny_crop,test
invalid_candidate/20210503_23_13_27_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj002__label0.jpg,0,invalid_candidate,C:\Users\dual-\Downloads\wheel_labeling_nikolai_70\images\20210503_23_13_27_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,20210503_23_13_27_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,1199,1050,1208,1059,1198,1049,1209,1060,non_wheel_candidate,unknown,unknown,unknown,good,imported_xml,unassigned,3_wheeler,unknown,,labeled_crops_70_000559,labeled_crops_70,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70,invalid_candidate/20210503_23_13_27_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj002__label0.jpg,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70\invalid_candidate\20210503_23_13_27_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj002__label0.jpg,559,True,11,11,1.0,796,cd66cdcd788a96a3461569d26ffbde2a,True,False,False,tiny_crop,test
invalid_candidate/20210503_23_13_27_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj003__label0.jpg,0,invalid_candidate,C:\Users\dual-\Downloads\wheel_labeling_nikolai_70\images\20210503_23_13_27_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,20210503_23_13_27_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,1511,1021,1526,1035,1509,1019,1528,1037,non_wheel_candidate,unknown,unknown,unknown,good,imported_xml,unassigned,3_wheeler,unknown,,labeled_crops_70_000560,labeled_crops_70,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70,invalid_candidate/20210503_23_13_27_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj003__label0.jpg,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70\invalid_candidate\20210503_23_13_27_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj003__label0.jpg,560,True,19,18,1.0555555555555556,931,e15e8c124adcda02899bbf3cc94278da,True,False,False,tiny_crop,test
invalid_candidate/20210503_23_13_27_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj004__label0.jpg,0,invalid_candidate,C:\Users\dual-\Downloads\wheel_labeling_nikolai_70\images\20210503_23_13_27_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,20210503_23_13_27_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,956,1098,967,1107,954,1097,969,1108,non_wheel_candidate,unknown,unknown,unknown,good,imported_xml,unassigned,3_wheeler,unknown,,labeled_crops_70_000561,labeled_crops_70,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70,invalid_candidate/20210503_23_13_27_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj004__label0.jpg,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70\invalid_candidate\20210503_23_13_27_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj004__label0.jpg,561,True,15,11,1.3636363636363635,786,bfed51354aba09b93731de42461b331c,True,False,False,tiny_crop,test
invalid_candidate/20210503_23_13_27_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj005__label0.jpg,0,invalid_candidate,C:\Users\dual-\Downloads\wheel_labeling_nikolai_70\images\20210503_23_13_27_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,20210503_23_13_27_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,1036,1111,1049,1118,1034,1110,1051,1119,non_wheel_candidate,unknown,unknown,unknown,good,imported_xml,unassigned,3_wheeler,unknown,,labeled_crops_70_000562,labeled_crops_70,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70,invalid_candidate/20210503_23_13_27_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj005__label0.jpg,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70\invalid_candidate\20210503_23_13_27_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj005__label0.jpg,562,True,17,9,1.8888888888888888,734,39771dd1058cee386840d5e8c4a588cf,True,False,False,tiny_crop,test
